b_rCCI,b_QYBL,threshold
-4.17271,-6.20243,0.75
-2.65367,-6.38768,0.73
-4.24581,-5.99392,0.75
-2.47333,-4.75818,0.76
-3.48561,-5.20868,0.75
-2.34543,-4.79525,0.76
-1.80417,-4.4187,0.76
-2.30479,-4.72216,0.76
-3.16161,-5.2517,0.76
-4.03565,-5.96198,0.75
-3.63615,-5.34521,0.73
-4.4509,-5.62531,0.75
-3.80454,-5.06949,0.76
-3.64527,-5.6741,0.76
-2.40431,-4.64689,0.75
-3.60777,-4.77725,0.76
-3.29028,-4.61567,0.76
-3.85346,-5.17441,0.76
-3.29453,-5.66833,0.75
-3.1035,-6.97836,0.75
-2.95798,-4.12539,0.76
-4.23243,-6.35116,0.75
-2.88705,-5.14777,0.76
-3.6405,-5.7674,0.75
-3.67993,-4.98305,0.76
-3.31566,-5.50384,0.76
-5.50526,-6.20815,0.76
-3.34783,-6.27826,0.73
-3.60096,-3.4128,0.76
-2.83349,-4.5725,0.76
-3.62171,-4.81715,0.76
-1.90927,-5.6585,0.73
-3.33486,-4.88161,0.76
-3.6802,-4.63897,0.76
-3.38226,-4.87249,0.76
-1.61816,-5.19649,0.76
-3.79775,-5.58405,0.76
-2.50549,-4.98163,0.76
-2.58551,-5.91319,0.73
-3.72458,-5.42765,0.76
-2.09152,-4.65223,0.76
-3.43906,-6.77523,0.73
-2.73026,-4.0742,0.76
-3.20855,-5.02821,0.76
-2.87229,-4.45485,0.73
-2.50611,-4.83884,0.76
-3.52961,-5.46029,0.76
-2.06861,-5.54375,0.76
-2.73082,-5.45377,0.75
-2.39761,-4.41812,0.76
-4.6303,-5.80503,0.75
-3.65026,-5.01772,0.75
-2.939,-4.94936,0.73
-2.94592,-4.40144,0.76
-3.41265,-5.36614,0.76
-5.27028,-6.13751,0.73
-3.58357,-4.72988,0.75
-5.31368,-6.07021,0.75
-2.66041,-5.2356,0.76
-2.50748,-5.54177,0.75
-3.15067,-4.84043,0.76
-4.66509,-7.03746,0.75
-2.78844,-5.0603,0.76
-3.52586,-4.05585,0.76
-3.21401,-3.98619,0.76
-4.36855,-5.66308,0.75
-4.13527,-4.26672,0.76
-3.02596,-5.19483,0.75
-2.71235,-5.27553,0.75
-3.23912,-5.92642,0.76
-3.45231,-5.35933,0.76
-2.31494,-6.09511,0.76
-3.20262,-4.74807,0.76
-3.89884,-5.32822,0.75
-3.63467,-5.47915,0.76
-2.92939,-5.55118,0.76
-1.99292,-4.95562,0.75
-3.13817,-4.70219,0.76
-2.76788,-4.2004,0.76
-3.66477,-5.03155,0.76
-3.06046,-5.15442,0.75
-2.76527,-4.64493,0.76
-3.28457,-4.69084,0.75
-2.82953,-4.51473,0.75
-2.37265,-6.86891,0.73
-3.69369,-5.27446,0.76
-2.14979,-4.19502,0.76
-3.23452,-4.65263,0.76
-3.68545,-5.27897,0.76
-2.36261,-4.19091,0.76
-2.0575,-5.33306,0.76
-3.5526,-7.06649,0.75
-3.11539,-5.37253,0.75
-3.64156,-5.25912,0.75
-4.24585,-7.24693,0.73
-3.60003,-4.835,0.76
-4.37148,-5.5396,0.75
-2.17103,-5.3551,0.75
-3.08946,-4.48889,0.76
-2.81568,-4.81181,0.76
-3.62955,-5.90468,0.76
-3.46684,-4.73671,0.75
-2.86914,-4.62938,0.76
-2.72608,-5.75226,0.76
-2.72582,-4.60408,0.76
-3.57877,-3.96926,0.76
-4.25885,-6.14972,0.75
-3.2947,-5.89036,0.75
-3.97217,-5.70603,0.76
-3.44869,-4.89777,0.76
-3.40802,-3.70745,0.76
-2.92521,-5.36292,0.76
-2.76695,-6.13227,0.76
-1.81587,-5.79425,0.75
-2.5282,-4.19909,0.76
-3.19285,-6.06702,0.73
-3.32672,-4.95167,0.76
-3.24809,-3.9547,0.76
-3.18818,-6.41026,0.73
-3.82781,-5.52936,0.76
-3.87807,-4.92764,0.76
-2.86067,-4.85361,0.76
-2.66343,-5.07582,0.75
-3.96495,-4.45237,0.76
-3.12483,-5.78932,0.76
-3.1013,-5.21123,0.76
-3.28107,-4.5559,0.75
-2.60141,-5.15513,0.75
-2.72166,-6.25584,0.76
-2.24407,-4.81682,0.76
-3.99521,-6.09583,0.75
-3.5281,-5.87213,0.76
-2.47711,-4.20253,0.76
-2.53197,-5.12329,0.76
-2.9089,-5.39238,0.75
-3.19944,-4.97107,0.76
-2.04899,-5.70244,0.76
-2.85192,-4.85955,0.76
-4.40526,-5.71862,0.75
-3.21657,-5.01971,0.76
-2.98347,-6.33622,0.73
-3.20461,-4.5759,0.75
-3.19075,-7.01465,0.73
-3.35664,-4.47599,0.76
-3.90961,-4.47825,0.76
-4.31337,-4.84902,0.76
-3.14457,-3.49237,0.76
-2.34175,-5.99604,0.76
-3.7021,-6.41972,0.73
-3.10471,-3.93271,0.76
-4.02767,-6.84018,0.75
-3.14725,-5.23,0.76
-2.9098,-4.61362,0.76
-4.13749,-6.58031,0.76
-3.38511,-4.68279,0.76
-3.93965,-5.19143,0.76
-1.0155,-6.29256,0.72
-3.33604,-4.53148,0.76
-3.35513,-4.71823,0.76
-2.35319,-4.99095,0.76
-3.37556,-5.52183,0.76
-2.8633,-5.63721,0.73
-3.37771,-4.62053,0.75
-3.71527,-4.52716,0.75
-3.14138,-5.60323,0.76
-2.8897,-4.96367,0.76
-3.15782,-6.35443,0.72
-3.95685,-5.8762,0.76
-2.98565,-4.7963,0.76
-3.25764,-6.52854,0.73
-3.29272,-5.04221,0.76
-3.6662,-5.03206,0.76
-3.65092,-5.50929,0.76
-4.36727,-5.64864,0.75
-2.89626,-5.42213,0.75
-2.59069,-4.76767,0.76
-2.8086,-4.14448,0.76
-4.07399,-5.48619,0.76
-3.28744,-6.97374,0.73
-3.29674,-5.38128,0.75
-3.90222,-5.86161,0.75
-3.32734,-5.30642,0.76
-3.67815,-6.62648,0.72
-3.11953,-5.85643,0.73
-2.59864,-4.49118,0.75
-3.41498,-4.92569,0.76
-3.70946,-6.49119,0.76
-3.11364,-5.0846,0.76
-2.43262,-7.36178,0.73
-2.95513,-5.82742,0.76
-2.99213,-4.56435,0.76
-3.66175,-5.92934,0.76
-3.37682,-6.0219,0.73
-3.36743,-4.2584,0.76
-2.83052,-5.4367,0.76
-3.98979,-5.0024,0.76
-2.83101,-5.34819,0.76
-2.81118,-4.23757,0.76
-2.70829,-6.02898,0.73
-2.79721,-4.87294,0.75
-4.36923,-5.84011,0.76
-3.58956,-4.74071,0.76
-3.96325,-6.79552,0.75
-2.1874,-5.02509,0.75
-3.95928,-5.49575,0.76
-2.47456,-4.61508,0.76
-2.74885,-5.21294,0.75
-3.06531,-5.70646,0.76
-1.93902,-5.67438,0.76
-3.1478,-4.49256,0.76
-3.94384,-5.14535,0.75
-3.8686,-4.67531,0.76
-2.06453,-5.98153,0.76
-3.26051,-4.77732,0.76
-3.54723,-4.31819,0.76
-2.39856,-5.04239,0.76
-3.65446,-4.94705,0.76
-2.85363,-5.87034,0.76
-3.53379,-5.43104,0.73
-3.04616,-6.17224,0.75
-3.76002,-5.74212,0.76
-2.98889,-4.25702,0.76
-3.92353,-5.7623,0.76
-1.74561,-6.10069,0.73
-4.33161,-5.34372,0.76
-3.57713,-4.37684,0.76
-3.6351,-4.17341,0.76
-2.98046,-5.94314,0.75
-3.74072,-4.93628,0.76
-3.22562,-5.21176,0.75
-2.47168,-4.28132,0.76
-3.02212,-4.56152,0.76
-2.51006,-4.62962,0.76
-2.45856,-5.47542,0.75
-3.08167,-5.21896,0.76
-3.80792,-6.50358,0.76
-3.51319,-6.50874,0.73
-3.33608,-5.84226,0.76
-2.91872,-5.50819,0.73
-4.1966,-5.74169,0.73
-3.11048,-4.63067,0.76
-2.68894,-5.59644,0.75
-3.12178,-5.22024,0.76
-3.03849,-6.32381,0.76
-3.334,-5.19681,0.76
-3.3335,-4.67634,0.76
-2.75952,-5.30825,0.75
-2.67621,-6.66543,0.72
-2.44747,-4.94698,0.76
-2.61868,-5.67482,0.73
-2.98261,-5.65768,0.75
-3.02598,-5.82957,0.75
-2.87377,-4.83971,0.76
-3.24446,-6.16615,0.76
-3.22689,-4.17485,0.76
-2.88416,-6.01983,0.72
-3.77877,-4.88038,0.76
-3.1555,-4.78815,0.76
-2.94315,-4.51643,0.75
-3.16188,-4.88969,0.76
-2.79003,-5.24436,0.73
-2.54344,-5.03704,0.76
-2.90383,-4.10556,0.76
-2.38325,-4.50922,0.76
-3.31599,-5.65838,0.73
-3.41905,-4.71187,0.76
-3.99722,-6.5477,0.73
-3.62091,-4.69854,0.76
-2.83421,-5.47187,0.76
-3.44375,-4.8631,0.76
-3.04284,-4.27524,0.76
-3.00935,-4.8985,0.76
-3.21903,-5.49441,0.76
-2.50793,-4.9585,0.75
-3.34853,-5.14066,0.76
-3.13006,-4.82554,0.76
-3.7553,-5.93304,0.73
-3.61548,-4.47451,0.76
-3.14439,-5.09691,0.76
-4.24743,-5.69967,0.75
-3.1473,-4.81511,0.76
-2.25094,-4.37277,0.76
-4.57526,-4.69528,0.76
-4.46978,-5.74201,0.75
-3.79117,-6.89947,0.73
-3.1877,-4.39074,0.76
-3.57975,-5.22359,0.76
-3.62004,-5.94442,0.75
-4.14149,-5.99087,0.75
-2.65919,-5.17677,0.76
-2.89077,-5.08316,0.76
-2.26208,-5.09116,0.75
-4.67007,-6.14381,0.75
-2.70552,-5.0939,0.76
-3.1269,-4.44245,0.76
-3.27836,-5.00034,0.76
-3.60103,-4.2423,0.76
-2.93484,-4.35487,0.76
-5.21393,-6.3833,0.76
-4.05598,-6.07114,0.75
-3.56351,-4.32644,0.76
-4.19944,-6.76731,0.73
-3.22478,-5.65279,0.73
-2.96787,-5.08721,0.76
-2.89851,-4.78248,0.76
-2.50781,-4.78559,0.76
-4.26218,-6.37811,0.75
-3.29386,-5.24729,0.75
-3.63823,-3.52518,0.76
-2.86018,-4.39224,0.76
-3.09921,-5.33943,0.76
-2.79239,-5.07344,0.76
-4.43625,-4.8136,0.76
-3.69123,-6.48285,0.73
-4.07887,-5.64365,0.73
-3.62829,-4.49893,0.76
-2.02255,-6.73679,0.73
-4.6138,-6.00277,0.76
-4.19089,-5.6841,0.76
-2.97575,-4.55907,0.76
-2.44504,-4.17238,0.76
-3.6228,-5.48533,0.76
-2.94658,-5.41815,0.76
-3.07991,-3.0559,0.76
-3.95624,-4.95379,0.76
-3.7608,-6.5589,0.75
-3.57071,-4.84056,0.76
-3.72413,-5.20945,0.76
-2.63998,-4.17848,0.76
-2.43845,-4.30502,0.76
-3.17386,-5.19941,0.76
-2.95018,-4.58698,0.75
-3.0424,-5.42206,0.76
-2.97929,-5.71195,0.73
-2.71317,-4.64962,0.75
-3.76194,-5.41206,0.75
-3.46517,-6.33755,0.73
-2.86314,-4.9203,0.76
-3.52964,-5.10762,0.76
-3.8747,-5.5021,0.76
-3.93963,-4.89106,0.75
-2.90548,-4.96885,0.76
-2.81899,-5.15691,0.76
-1.67375,-6.14447,0.73
-3.06826,-4.81879,0.76
-3.99761,-5.91844,0.75
-3.7074,-4.75163,0.76
-2.7048,-5.07706,0.76
-2.65698,-6.13529,0.75
-4.37477,-5.27708,0.76
-2.94692,-4.86403,0.76
-3.66924,-4.63239,0.76
-4.1708,-5.69725,0.76
-2.85966,-5.10308,0.76
-3.25201,-6.00133,0.73
-3.72155,-4.80521,0.76
-4.39015,-5.7155,0.76
-3.13787,-4.78655,0.76
-5.02264,-6.13435,0.75
-3.54086,-4.63067,0.76
-1.88325,-4.25984,0.75
-2.93206,-6.05911,0.73
-3.63138,-5.19106,0.76
-3.5928,-5.57113,0.76
-4.04269,-5.17597,0.76
-2.90916,-5.42937,0.76
-1.98721,-5.0602,0.75
-3.78122,-4.42379,0.76
-3.71213,-6.24294,0.73
-2.94415,-6.30819,0.73
-3.36129,-5.46597,0.75
-3.27587,-4.89477,0.75
-3.59386,-4.67377,0.76
-2.673,-5.02156,0.76
-3.86242,-5.19777,0.75
-3.74109,-6.02405,0.76
-4.13759,-5.6226,0.76
-1.64826,-4.68703,0.76
-3.41446,-5.63922,0.75
-3.14128,-5.79207,0.75
-3.10929,-4.31247,0.76
-3.81458,-4.98428,0.76
-3.49719,-5.61538,0.76
-2.77596,-4.66842,0.76
-2.81621,-5.24439,0.75
-3.93332,-6.10386,0.76
-3.45052,-6.06248,0.73
-3.58786,-5.81614,0.76
-4.41889,-6.22716,0.75
-4.00657,-5.83318,0.75
-3.22111,-5.26389,0.76
-3.2518,-5.86706,0.76
-2.9038,-4.80165,0.76
-3.7726,-4.98352,0.76
-1.45869,-4.75575,0.75
-3.26269,-6.49181,0.75
-4.09306,-6.0214,0.76
-4.32221,-5.5431,0.76
-4.42392,-7.83548,0.75
-2.90399,-4.68585,0.76
-3.23735,-4.44508,0.76
-3.42081,-4.25221,0.76
-3.74445,-7.7662,0.72
-3.08269,-6.02394,0.73
-3.53954,-4.73045,0.75
-3.75385,-5.21353,0.76
-2.6645,-5.5509,0.76
-3.268,-5.15037,0.76
-2.61224,-5.29794,0.76
-3.70842,-5.00506,0.76
-2.84076,-5.60708,0.76
-3.8912,-5.33992,0.76
-3.37256,-4.83257,0.75
-3.55473,-4.67036,0.76
-3.15704,-6.50149,0.76
-4.14494,-6.03038,0.76
-3.18168,-6.35311,0.73
-4.61908,-6.29993,0.73
-3.85458,-4.89015,0.76
-2.89228,-4.72777,0.76
-3.79885,-6.03032,0.76
-2.75541,-5.22071,0.76
-4.24861,-5.88503,0.75
-3.38633,-4.24312,0.75
-3.9839,-5.54667,0.76
-4.41326,-6.34286,0.75
-3.44424,-6.44478,0.73
-1.41553,-5.09866,0.76
-2.98918,-5.3729,0.76
-3.65732,-5.97263,0.76
-3.43142,-5.85326,0.76
-3.7295,-5.15462,0.76
-3.89206,-5.21009,0.75
-3.3911,-4.79204,0.76
-3.05116,-4.69366,0.76
-3.61548,-5.51535,0.75
-3.62982,-5.72746,0.75
-2.84608,-5.6587,0.76
-3.5723,-5.3141,0.76
-4.37375,-5.35352,0.75
-4.03665,-5.51724,0.75
-2.40465,-4.61604,0.76
-3.42716,-5.17135,0.76
-2.84852,-5.21784,0.76
-4.21333,-5.62634,0.76
-4.22091,-5.32311,0.75
-3.93536,-5.30457,0.76
-2.74686,-4.13379,0.76
-2.58816,-3.47815,0.76
-3.12224,-5.18965,0.76
-4.16375,-4.55105,0.76
-2.53335,-5.21792,0.76
-2.11617,-5.11226,0.76
-3.34749,-5.07607,0.76
-2.18942,-5.50379,0.75
-3.58372,-5.06683,0.76
-2.30346,-5.3471,0.76
-3.24487,-5.6475,0.75
-3.57483,-6.15407,0.76
-3.82531,-4.93795,0.76
-3.18111,-5.20902,0.73
-3.28243,-6.99285,0.71
-3.4154,-6.47939,0.76
-3.14991,-6.09115,0.76
-4.34484,-4.92619,0.76
-3.50313,-5.48136,0.73
-2.48747,-4.19155,0.76
-3.12196,-6.09935,0.75
-3.51221,-4.55217,0.75
-3.43546,-6.68364,0.76
-3.62171,-4.36606,0.76
-3.28366,-6.60655,0.75
-3.94232,-4.94598,0.75
-3.61045,-5.20172,0.76
-4.74938,-6.72999,0.73
-3.34764,-4.55693,0.76
-4.08647,-5.41775,0.76
-4.10312,-6.28354,0.75
-2.74707,-5.23595,0.76
-2.54654,-3.85394,0.76
-3.82908,-4.56196,0.76
-3.13904,-5.14602,0.76
-3.181,-5.25059,0.76
-3.60191,-5.39934,0.76
-1.99278,-5.16889,0.73
-4.46196,-4.30582,0.76
-3.81239,-4.31676,0.76
-2.87395,-4.98829,0.73
-3.64598,-5.41976,0.76
-2.43732,-4.34655,0.76
-3.74578,-6.8372,0.73
-3.16696,-5.13067,0.76
-3.75479,-5.64765,0.75
-3.84953,-5.46304,0.75
-3.55658,-5.69817,0.73
-4.60718,-5.51158,0.76
-2.96064,-4.58406,0.75
-3.0063,-5.03258,0.75
-3.01368,-5.72177,0.76
-4.02579,-5.75328,0.76
-3.42705,-4.2437,0.76
-3.35851,-4.75799,0.75
-2.47199,-4.395,0.76
-3.80251,-6.11462,0.73
-2.88666,-4.5978,0.76
-2.67779,-5.42202,0.75
-2.72669,-4.70458,0.76
-2.90412,-5.3277,0.73
-2.88253,-5.14874,0.76
-3.24355,-4.20087,0.76
-4.46902,-6.16908,0.75
-2.88342,-5.23791,0.75
-3.41573,-4.79848,0.76
-3.53973,-6.65999,0.72
-2.76398,-4.84478,0.76
-3.3087,-4.91529,0.76
-3.86954,-4.44296,0.76
-4.00959,-6.65856,0.76
-2.21098,-4.87378,0.76
-3.35187,-5.44371,0.75
-4.6487,-5.75576,0.76
-3.3589,-5.48542,0.76
-3.33276,-5.14806,0.76
-3.64645,-4.81949,0.75
-3.45676,-5.40486,0.76
-2.7601,-5.42819,0.76
-3.4709,-5.78435,0.73
-3.00604,-5.44621,0.76
-2.39787,-6.2821,0.73
-3.93998,-5.90827,0.76
-2.81545,-6.37353,0.76
-3.04289,-4.61535,0.76
-3.16033,-4.93061,0.76
-3.15397,-5.14427,0.76
-3.43613,-7.19555,0.73
-2.8481,-5.0224,0.76
-4.27314,-5.87683,0.75
-2.92057,-5.37815,0.76
-3.26242,-4.56419,0.76
-3.18711,-5.81941,0.76
-3.59637,-4.40986,0.75
-3.47649,-3.83139,0.76
-3.93604,-4.72169,0.76
-2.20164,-4.38066,0.76
-2.69643,-4.7412,0.76
-3.92959,-4.56153,0.76
-2.99692,-5.33145,0.76
-3.49719,-5.82107,0.75
-4.38682,-5.91699,0.76
-3.23996,-5.52827,0.76
-3.06618,-5.4472,0.75
-3.1808,-4.28461,0.76
-4.27149,-5.11766,0.75
-2.99186,-4.90839,0.76
-2.85093,-5.54866,0.76
-2.47756,-4.69352,0.76
-3.07194,-4.62188,0.76
-3.46867,-5.45946,0.75
-3.93337,-5.80322,0.75
-2.25957,-4.96904,0.75
-3.23352,-3.92307,0.76
-2.68433,-6.20519,0.75
-2.84311,-4.70581,0.76
-2.59631,-5.30221,0.76
-3.24905,-4.41262,0.76
-2.24864,-5.09104,0.76
-2.76289,-5.27622,0.76
-3.56841,-5.26155,0.76
-4.7697,-7.64194,0.73
-3.07778,-4.67108,0.76
-2.50742,-4.16947,0.76
-3.24555,-4.7152,0.76
-3.52843,-5.53431,0.76
-3.66101,-4.80428,0.76
-3.43605,-6.07342,0.75
-3.83587,-5.86226,0.75
-3.7937,-5.59175,0.76
-2.97624,-6.17827,0.75
-4.03402,-5.99881,0.75
-2.89371,-4.88855,0.75
-2.70252,-6.35666,0.76
-2.9936,-5.16547,0.76
-2.85692,-4.52594,0.76
-3.32962,-5.01206,0.76
-3.74569,-4.61449,0.76
-4.02981,-6.30003,0.76
-2.01932,-4.96221,0.73
-3.00052,-4.13396,0.76
-3.83574,-4.82516,0.76
-3.91146,-4.7737,0.76
-2.84824,-4.86311,0.76
-3.035,-5.27025,0.76
-5.20735,-7.4843,0.73
-3.3061,-5.51864,0.76
-3.33372,-5.01875,0.76
-2.77357,-5.22002,0.76
-2.54785,-5.69151,0.76
-1.99089,-6.0979,0.75
-2.55632,-5.39959,0.73
-4.20044,-5.77267,0.75
-3.92479,-5.66194,0.76
-2.89539,-4.31585,0.76
-3.98197,-5.153,0.76
-3.01732,-4.8117,0.76
-4.28374,-5.75823,0.76
-3.48055,-5.79367,0.76
-3.19796,-4.78442,0.76
-3.34153,-5.42727,0.75
-2.28497,-4.4663,0.76
-2.54761,-5.35811,0.76
-3.88715,-6.93295,0.75
-3.66874,-6.48779,0.76
-2.92661,-5.12725,0.75
-2.7246,-3.80492,0.76
-4.61259,-5.49996,0.76
-4.19867,-6.64525,0.75
-3.29407,-5.99087,0.76
-4.09555,-4.27091,0.76
-3.37237,-4.1489,0.76
-2.15139,-5.1548,0.76
-3.82961,-7.05682,0.75
-2.82715,-4.48317,0.76
-2.99553,-5.15212,0.76
-3.79518,-5.04977,0.76
-3.3038,-5.81072,0.76
-4.34276,-6.32548,0.73
-2.76457,-5.8896,0.76
-3.45119,-5.88223,0.75
-3.13677,-4.7158,0.76
-2.95294,-3.80348,0.76
-2.61,-6.02906,0.75
-3.00613,-4.13622,0.76
-2.39957,-5.04155,0.76
-3.31907,-4.48276,0.76
-2.53141,-5.48,0.76
-3.8574,-5.59654,0.76
-3.54944,-5.87356,0.75
-2.3896,-5.19957,0.73
-4.28624,-6.21156,0.73
-3.69432,-5.77459,0.75
-3.83077,-5.80822,0.76
-3.69411,-6.18761,0.73
-3.64224,-4.34923,0.76
-3.25989,-5.032,0.76
-2.3029,-4.46395,0.76
-3.81852,-6.10382,0.75
-3.17451,-4.96822,0.75
-2.44483,-4.7255,0.76
-2.79159,-5.22732,0.76
-3.73158,-5.04507,0.75
-3.45283,-6.5595,0.73
-3.33751,-3.79087,0.76
-2.05337,-5.61906,0.76
-3.68934,-5.91248,0.75
-3.11586,-5.40548,0.75
-5.18144,-6.50375,0.75
-2.1492,-5.80548,0.76
-3.16124,-5.8288,0.75
-3.4218,-4.91011,0.76
-2.82099,-6.86782,0.72
-2.06842,-6.32526,0.72
-2.41549,-5.80528,0.76
-2.08413,-4.54241,0.76
-3.15923,-5.32657,0.75
-3.37502,-5.47942,0.75
-3.60418,-5.08994,0.76
-3.16757,-7.27091,0.73
-3.10951,-4.15137,0.76
-4.08981,-5.65807,0.73
-4.02187,-5.95719,0.75
-2.93363,-5.04182,0.75
-2.92983,-5.57523,0.75
-3.04692,-4.72911,0.75
-3.33114,-4.1322,0.76
-2.60274,-6.59958,0.72
-2.56343,-5.3031,0.76
-2.85791,-5.82832,0.76
-3.43369,-6.11106,0.72
-3.40011,-5.35438,0.75
-3.32966,-4.78306,0.75
-2.11759,-5.26141,0.76
-2.84078,-5.18847,0.76
-3.19722,-7.31013,0.71
-4.10512,-6.37603,0.73
-3.45035,-6.32144,0.75
-2.6617,-5.90403,0.76
-2.35733,-4.78473,0.76
-3.90007,-4.93956,0.76
-2.56484,-5.413,0.75
-3.16174,-4.6591,0.76
-3.06285,-5.70539,0.76
-3.84046,-5.55577,0.76
-3.61149,-5.93068,0.75
-3.74001,-5.7484,0.76
-3.68426,-6.19466,0.76
-3.14073,-5.58337,0.76
-1.22503,-5.69252,0.72
-3.04754,-5.25739,0.73
-3.01884,-4.53315,0.76
-3.30267,-4.2824,0.76
-2.98763,-7.76219,0.72
-3.94422,-5.64997,0.76
-2.81602,-5.30129,0.73
-3.86427,-4.8108,0.76
-3.35062,-4.14282,0.76
-2.11816,-6.44116,0.71
-3.56275,-4.5103,0.76
-2.82688,-4.95262,0.76
-2.98462,-4.23502,0.76
-4.30837,-6.84156,0.73
-2.99173,-5.19137,0.75
-3.16329,-5.26228,0.75
-2.64736,-4.3983,0.76
-2.75292,-5.10798,0.75
-3.34383,-6.01587,0.76
-3.40768,-4.79938,0.76
-2.83639,-4.13759,0.76
-3.61054,-4.79294,0.76
-3.78263,-4.98807,0.73
-4.44931,-5.41,0.76
-2.74579,-4.67413,0.75
-3.37792,-5.03123,0.76
-3.5336,-5.86018,0.75
-2.99832,-5.82562,0.73
-3.19041,-5.26396,0.75
-3.79098,-4.87788,0.76
-3.49889,-5.06517,0.76
-3.23179,-5.9578,0.76
-2.92856,-4.89866,0.75
-3.34021,-5.19667,0.75
-3.92055,-5.97144,0.76
-3.91223,-5.39135,0.75
-2.0522,-5.158,0.76
-3.47736,-6.02815,0.76
-3.82354,-4.9345,0.75
-4.01969,-5.98222,0.76
-2.96639,-5.66082,0.76
-3.7053,-5.53328,0.76
-2.59004,-4.53202,0.76
-3.1704,-5.13133,0.75
-4.12122,-4.72797,0.76
-2.59591,-5.28308,0.76
-3.79238,-5.21196,0.76
-2.6596,-4.55088,0.76
-3.15505,-6.08964,0.76
-3.64764,-4.74384,0.76
-3.6769,-5.54574,0.76
-2.28095,-4.95926,0.76
-2.62961,-5.04587,0.76
-2.84271,-5.03318,0.76
-3.50813,-6.08187,0.75
-4.24218,-6.82031,0.76
-2.9579,-5.1444,0.76
-1.85974,-6.69203,0.73
-2.06699,-5.20653,0.76
-2.62539,-4.8407,0.75
-4.1159,-5.78716,0.76
-4.72738,-6.71664,0.76
-2.93011,-5.08414,0.76
-3.97531,-5.47683,0.76
-3.10919,-4.60139,0.76
-3.08716,-6.35838,0.76
-2.7016,-5.00198,0.76
-2.97674,-4.80889,0.76
-2.93263,-5.80018,0.76
-3.85493,-4.6083,0.76
-2.25927,-5.181,0.75
-3.77114,-5.26044,0.76
-2.71005,-6.27578,0.76
-4.36686,-7.13168,0.75
-3.11887,-6.08756,0.75
-4.43901,-5.77619,0.75
-3.1821,-4.71305,0.76
-3.46746,-5.40566,0.76
-3.90138,-5.37428,0.76
-3.28059,-5.43258,0.75
-4.38082,-5.7658,0.76
-2.65798,-4.82148,0.76
-3.42827,-5.33088,0.76
-4.13716,-6.04345,0.75
-3.8435,-5.88325,0.76
-2.76817,-4.79411,0.76
-3.84802,-5.73741,0.75
-3.31601,-5.01815,0.76
-3.63931,-5.0343,0.75
-2.41933,-3.95625,0.76
-2.46207,-4.47894,0.76
-3.1679,-5.19784,0.76
-3.8538,-4.95097,0.76
-3.05939,-4.91884,0.76
-3.80806,-4.94378,0.75
-4.19569,-4.10193,0.76
-2.66424,-5.39707,0.76
-3.58429,-3.91507,0.76
-1.8374,-4.97715,0.75
-4.14956,-5.68171,0.76
-3.10257,-4.84847,0.76
-3.07903,-5.25317,0.76
-3.21354,-6.67789,0.73
-4.06946,-5.86233,0.75
-3.9323,-5.66683,0.76
-3.64565,-4.93518,0.76
-4.48934,-5.73262,0.76
-3.83575,-6.64474,0.75
-2.56122,-4.25365,0.76
-3.93669,-5.52151,0.76
-3.57282,-4.03689,0.76
-3.1358,-4.84342,0.75
-2.21429,-4.62392,0.76
-3.49061,-4.8003,0.76
-2.96134,-4.60092,0.76
-3.97119,-5.40111,0.76
-5.7919,-8.10592,0.75
-2.94145,-5.9164,0.75
-3.99105,-5.27952,0.76
-3.89729,-5.57799,0.76
-2.93292,-5.28425,0.75
-3.49566,-5.95069,0.76
-3.11665,-5.8181,0.76
-3.31639,-6.53485,0.76
-2.87505,-5.30753,0.75
-2.6222,-5.06921,0.75
-3.09164,-5.36783,0.76
-3.30678,-4.70473,0.76
-4.12973,-7.04543,0.73
-4.38355,-6.60685,0.76
-4.40414,-6.17761,0.73
-2.39916,-5.85574,0.75
-3.39654,-5.62859,0.73
-1.5266,-4.71459,0.76
-3.42599,-4.16762,0.76
-4.05602,-6.31624,0.76
-3.44438,-4.92099,0.76
-3.92514,-6.62499,0.72
-3.74514,-4.52919,0.76
-3.55013,-4.58546,0.76
-4.15852,-5.14351,0.76
-2.73912,-5.23353,0.75
-2.96422,-4.87703,0.76
-1.90781,-4.30565,0.76
-4.18446,-7.53742,0.73
-3.03521,-5.23217,0.76
-3.96075,-5.61016,0.76
-3.72481,-6.4502,0.73
-3.60873,-4.8797,0.76
-2.61352,-5.77453,0.76
-2.45905,-4.484,0.76
-3.27297,-5.87691,0.75
-2.87358,-5.50785,0.75
-3.7938,-5.78638,0.76
-3.65958,-4.8304,0.76
-4.2559,-6.23644,0.76
-2.3749,-5.50318,0.73
-2.97944,-5.09308,0.75
-3.17102,-6.54779,0.76
-3.16569,-3.80193,0.76
-2.67758,-5.74713,0.75
-3.67317,-7.12281,0.76
-2.96938,-4.66531,0.76
-3.24475,-4.9459,0.76
-3.87534,-4.90217,0.76
-2.74961,-6.08898,0.75
-2.60919,-6.18927,0.72
-3.25147,-3.62055,0.76
-3.31436,-5.16133,0.76
-4.70418,-5.53443,0.76
-3.40781,-5.12977,0.76
-3.79704,-5.00717,0.75
-2.52986,-4.99748,0.75
-3.07063,-4.75599,0.76
-3.1319,-4.80025,0.76
-3.36168,-5.28587,0.76
-3.53822,-4.55911,0.76
-3.94002,-6.54449,0.76
-3.14315,-4.26512,0.76
