genotype_code	genotype_name	treatment	timepoint	trait_group	supp_table_printed	docx_table	trait	value	se	tukey_letters
11	Black gora	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	TLL	26.93	0.57	abc
11	Black gora	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	TLW	0.50	0.02	abc
11	Black gora	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	BLL	15.93	0.29	cdef
11	Black gora	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	BLW	0.18	0.01	cd
11	Black gora	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	rLL	0.59	0.01	bcd
11	Black gora	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	rLW	0.38	0.02	def
11	Black gora	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	SFW	0.39	0.01	abc
11	Black gora	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	RFW	0.22	0.00	bcd
11	Black gora	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	SDW	0.12	0.00	abc
11	Black gora	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	RDW	0.10	0.00	b
11	Black gora	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	Photo	5.19	0.32	b
11	Black gora	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	Cond	0.05	0.00	fg
11	Black gora	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	Ci	183.51	5.75	d
11	Black gora	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	Tr	1.17	0.10	e
11	Black gora	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	RL	342.32	6.03	a
11	Black gora	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	PA	14.06	0.41	abc
11	Black gora	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	SA	0.38	0.01	de
11	Black gora	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	AD	347.06	6.83	a
11	Black gora	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	LPV	0.42	0.01	abcd
11	Black gora	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	RV	347.06	6.83	a
11	Black gora	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	TPS	1892.67	32.80	a
12	Suweon	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	PH	38.97	1.03	bcdef
12	Suweon	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	LN	3.00	0.08	c
12	Suweon	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	TLL	31.40	0.57	a
12	Suweon	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	TLW	0.63	0.02	ab
12	Suweon	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	BLL	18.43	0.26	cd
12	Suweon	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	BLW	0.15	0.00	cd
12	Suweon	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	rLL	0.59	0.01	bcd
12	Suweon	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	rLW	0.24	0.01	f
12	Suweon	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	SFW	0.53	0.01	abc
12	Suweon	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	RFW	0.24	0.00	b
12	Suweon	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	SDW	0.19	0.00	ab
12	Suweon	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	RDW	0.09	0.00	bc
12	Suweon	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	Photo	7.00	0.19	g
12	Suweon	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	Cond	0.07	0.00	fg
12	Suweon	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	Ci	175.57	4.15	d
12	Suweon	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	Tr	1.77	0.05	de
12	Suweon	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	RL	396.66	3.33	a
12	Suweon	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	PA	16.39	0.29	ab
12	Suweon	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	SA	0.44	0.01	de
12	Suweon	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	AD	396.66	4.14	a
12	Suweon	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	LPV	0.51	0.01	abc
12	Suweon	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	RV	396.66	4.14	a
12	Suweon	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	TPS	1869.33	30.64	a
13	Kunjukunju	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	PH	48.20	0.09	a
13	Kunjukunju	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	LN	3.00	0.01	c
13	Kunjukunju	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	TLL	28.77	0.19	ab
13	Kunjukunju	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	TLW	0.58	0.00	abc
13	Kunjukunju	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	BLL	16.90	0.11	cdef
13	Kunjukunju	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	BLW	0.14	0.00	cd
13	Kunjukunju	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	rLL	0.59	0.00	bcd
13	Kunjukunju	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	rLW	0.25	0.01	ef
13	Kunjukunju	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	SFW	0.37	0.00	bc
13	Kunjukunju	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	RFW	0.20	0.00	bcde
13	Kunjukunju	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	SDW	0.12	0.00	abc
13	Kunjukunju	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	RDW	0.07	0.00	bcde
13	Kunjukunju	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	Photo	8.19	0.10	efg
13	Kunjukunju	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	Cond	0.06	0.00	g
13	Kunjukunju	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	Ci	123.67	1.64	e
13	Kunjukunju	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	Tr	1.32	0.02	e
13	Kunjukunju	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	RL	342.53	1.71	a
13	Kunjukunju	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	PA	12.37	0.15	abcd
13	Kunjukunju	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	SA	0.39	0.00	de
13	Kunjukunju	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	AD	338.38	2.08	a
13	Kunjukunju	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	LPV	0.55	0.00	ab
13	Kunjukunju	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	RV	338.38	2.08	a
13	Kunjukunju	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	TPS	1526.00	2.60	b
14	Cauvery	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	PH	37.67	0.51	cdefg
14	Cauvery	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	LN	3.00	0.04	c
14	Cauvery	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	TLL	20.80	0.22	cdef
14	Cauvery	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	TLW	0.58	0.01	a
14	Cauvery	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	BLL	8.90	0.09	ef
14	Cauvery	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	BLW	0.25	0.00	bcd
14	Cauvery	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	rLL	0.43	0.00	cd
14	Cauvery	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	rLW	0.44	0.01	bcdef
14	Cauvery	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	SFW	0.45	0.00	abc
14	Cauvery	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	RFW	0.11	0.00	f
14	Cauvery	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	SDW	0.11	0.00	abc
14	Cauvery	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	RDW	0.07	0.00	bcde
14	Cauvery	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	Photo	7.66	0.12	fg
14	Cauvery	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	Cond	0.04	0.00	cde
14	Cauvery	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	Ci	103.34	2.07	f
14	Cauvery	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	Tr	1.09	0.04	e
14	Cauvery	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	RL	166.18	2.18	cd
14	Cauvery	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	PA	7.89	0.13	defg
14	Cauvery	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	SA	0.33	0.00	e
14	Cauvery	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	AD	179.42	2.39	cd
14	Cauvery	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	LPV	0.14	0.00	e
14	Cauvery	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	RV	179.42	2.39	cd
14	Cauvery	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	TPS	1082.33	16.85	cd
15	RPW9-4(SS1)	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	PH	37.80	0.47	cdefg
15	RPW9-4(SS1)	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	LN	3.00	0.04	c
15	RPW9-4(SS1)	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	TLL	19.33	0.21	ef
15	RPW9-4(SS1)	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	TLW	0.60	0.01	a
15	RPW9-4(SS1)	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	BLL	7.90	0.09	f
15	RPW9-4(SS1)	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	BLW	0.28	0.00	bc
15	RPW9-4(SS1)	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	rLL	0.41	0.00	d
15	RPW9-4(SS1)	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	rLW	0.48	0.00	bcdef
15	RPW9-4(SS1)	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	SFW	0.47	0.00	abc
15	RPW9-4(SS1)	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	RFW	0.18	0.00	bcdef
15	RPW9-4(SS1)	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	SDW	0.10	0.00	bc
15	RPW9-4(SS1)	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	RDW	0.07	0.00	bcdef
15	RPW9-4(SS1)	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	Photo	14.42	0.05	a
15	RPW9-4(SS1)	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	Cond	0.23	0.00	bc
15	RPW9-4(SS1)	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	Ci	242.90	1.34	bc
15	RPW9-4(SS1)	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	Tr	4.56	0.01	c
15	RPW9-4(SS1)	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	RL	239.56	0.83	b
15	RPW9-4(SS1)	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	PA	17.36	0.09	a
15	RPW9-4(SS1)	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	SA	0.42	0.00	de
15	RPW9-4(SS1)	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	AD	276.69	1.11	b
15	RPW9-4(SS1)	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	LPV	0.62	0.00	a
15	RPW9-4(SS1)	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	RV	276.69	1.11	b
15	RPW9-4(SS1)	Control	0 DAT	morpho-physiological	Supp 7 (one-way)	docx_table_9	TPS	1225.67	14.02	bc
1	Moroberakan	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	PH	65.70	1.63	bc
1	Moroberakan	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	TN	9.00	0.50	de
1	Moroberakan	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	LN	27.67	0.61	ef
1	Moroberakan	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	TLL	47.80	1.24	ab
1	Moroberakan	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	TLW	1.07	0.01	ab
1	Moroberakan	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	BLL	28.30	0.51	bc
1	Moroberakan	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	BLW	0.78	0.00	bcde
1	Moroberakan	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	rLL	0.61	0.03	c
1	Moroberakan	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	rLW	0.73	0.02	fg
1	Moroberakan	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	SFW	16.07	0.24	cde
1	Moroberakan	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	SDWC	7.08	0.50	efg
1	Moroberakan	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	RFW	4.68	0.65	fgh
1	Moroberakan	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	RDW	1.91	0.03	defg
1	Moroberakan	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	RL	524.37	22.24	a
1	Moroberakan	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	PA	56.24	1.32	ab
1	Moroberakan	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	SA	176.67	4.16	abc
1	Moroberakan	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	AD	1.03	0.11	b
1	Moroberakan	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	LPV	524.37	22.24	a
1	Moroberakan	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	RV	4.83	0.20	b
1	Moroberakan	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	TPS	1987.17	203.37	a
2	IR83388-B-B108-3	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	PH	40.70	20.32	f
2	IR83388-B-B108-3	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	TN	5.00	2.20	f
2	IR83388-B-B108-3	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	LN	15.67	7.12	g
2	IR83388-B-B108-3	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	TLL	31.20	12.37	de
2	IR83388-B-B108-3	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	TLW	0.77	0.39	d
2	IR83388-B-B108-3	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	BLL	23.37	12.34	c
2	IR83388-B-B108-3	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	BLW	0.83	0.35	abcde
2	IR83388-B-B108-3	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	rLL	0.75	0.55	abc
2	IR83388-B-B108-3	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	rLW	1.09	0.50	a
2	IR83388-B-B108-3	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	SFW	9.32	2.86	g
2	IR83388-B-B108-3	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	SDWC	4.30	0.75	h
2	IR83388-B-B108-3	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	RFW	3.88	2.02	gh
2	IR83388-B-B108-3	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	RDW	1.08	0.55	h
2	IR83388-B-B108-3	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	RL	371.63	148.38	bcd
2	IR83388-B-B108-3	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	PA	55.03	21.93	ab
2	IR83388-B-B108-3	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	SA	172.89	68.89	abc
2	IR83388-B-B108-3	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	AD	1.48	0.74	b
2	IR83388-B-B108-3	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	LPV	371.63	148.38	bcd
2	IR83388-B-B108-3	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	RV	8.10	2.50	b
2	IR83388-B-B108-3	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	TPS	1256.00	441.55	bcde
3	IR77298-14-1-2-10	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	PH	46.10	17.61	def
3	IR77298-14-1-2-10	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	TN	9.00	2.03	de
3	IR77298-14-1-2-10	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	LN	27.67	6.14	ef
3	IR77298-14-1-2-10	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	TLL	30.13	11.10	e
3	IR77298-14-1-2-10	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	TLW	0.87	0.33	cd
3	IR77298-14-1-2-10	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	BLL	23.67	10.74	c
3	IR77298-14-1-2-10	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	BLW	0.73	0.30	de
3	IR77298-14-1-2-10	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	rLL	0.79	0.46	abc
3	IR77298-14-1-2-10	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	rLW	0.85	0.44	cdef
3	IR77298-14-1-2-10	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	SFW	9.63	2.38	fg
3	IR77298-14-1-2-10	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	SDWC	4.14	0.33	h
3	IR77298-14-1-2-10	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	RFW	3.39	2.00	h
3	IR77298-14-1-2-10	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	RDW	1.47	0.46	gh
3	IR77298-14-1-2-10	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	RL	417.70	121.73	b
3	IR77298-14-1-2-10	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	PA	48.49	18.35	bc
3	IR77298-14-1-2-10	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	SA	152.35	57.64	bcde
3	IR77298-14-1-2-10	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	AD	1.09	0.64	b
3	IR77298-14-1-2-10	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	LPV	417.70	121.73	b
3	IR77298-14-1-2-10	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	RV	4.58	2.21	b
3	IR77298-14-1-2-10	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	TPS	1362.50	455.93	bc
4	PUSA1121	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	PH	52.23	10.10	cdef
4	PUSA1121	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	TN	8.33	0.94	de
4	PUSA1121	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	LN	22.33	3.51	fg
4	PUSA1121	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	TLL	39.77	6.09	bcd
4	PUSA1121	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	TLW	0.75	0.20	d
4	PUSA1121	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	BLL	28.50	6.41	bc
4	PUSA1121	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	BLW	0.68	0.19	de
4	PUSA1121	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	rLL	0.72	0.28	abc
4	PUSA1121	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	rLW	0.92	0.26	bcde
4	PUSA1121	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	SFW	12.34	1.39	efg
4	PUSA1121	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	SDWC	5.73	0.21	fgh
4	PUSA1121	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	RFW	6.21	0.79	ef
4	PUSA1121	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	RDW	1.59	0.27	fgh
4	PUSA1121	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	RL	321.14	66.48	bcdef
4	PUSA1121	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	PA	32.23	11.01	bc
4	PUSA1121	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	SA	101.27	34.59	bcde
4	PUSA1121	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	AD	1.01	0.34	b
4	PUSA1121	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	LPV	321.14	66.48	bcde
4	PUSA1121	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	RV	2.72	1.25	b
4	PUSA1121	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	TPS	1356.67	141.85	bc
5	BAM8315	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	PH	54.30	5.29	bcdef
5	BAM8315	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	TN	9.33	0.69	de
5	BAM8315	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	LN	26.33	1.87	efg
5	BAM8315	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	TLL	35.03	3.32	cde
5	BAM8315	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	TLW	1.12	0.10	a
5	BAM8315	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	BLL	28.53	3.06	bc
5	BAM8315	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	BLW	1.02	0.08	a
5	BAM8315	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	rLL	0.82	0.14	ab
5	BAM8315	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	rLW	0.92	0.12	bcde
5	BAM8315	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	SFW	11.65	0.75	efg
5	BAM8315	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	SDWC	5.70	0.28	fgh
5	BAM8315	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	RFW	7.98	0.71	de
5	BAM8315	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	RDW	2.33	0.14	cdef
5	BAM8315	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	RL	372.23	41.77	bcd
5	BAM8315	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	PA	47.19	5.57	bc
5	BAM8315	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	SA	148.26	17.49	bcde
5	BAM8315	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	AD	1.28	0.21	b
5	BAM8315	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	LPV	372.23	41.77	bcd
5	BAM8315	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	RV	5.29	0.65	b
5	BAM8315	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	TPS	1110.50	177.33	cde
6	BAM812	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	PH	66.43	6.21	ab
6	BAM812	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	TN	10.67	0.72	d
6	BAM812	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	LN	28.33	2.16	ef
6	BAM812	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	TLL	46.77	3.94	ab
6	BAM812	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	TLW	1.03	0.12	abc
6	BAM812	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	BLL	34.60	3.85	ab
6	BAM812	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	BLW	0.73	0.11	de
6	BAM812	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	rLL	0.73	0.16	abc
6	BAM812	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	rLW	0.71	0.16	g
6	BAM812	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	SFW	14.81	0.82	def
6	BAM812	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	SDWC	6.94	0.06	efg
6	BAM812	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	RFW	5.56	0.73	fg
6	BAM812	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	RDW	1.77	0.16	efgh
6	BAM812	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	RL	309.23	40.94	cdef
6	BAM812	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	PA	43.84	6.41	bc
6	BAM812	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	SA	137.72	20.15	bcde
6	BAM812	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	AD	1.38	0.22	b
6	BAM812	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	LPV	309.23	40.94	cdef
6	BAM812	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	RV	5.03	0.78	b
6	BAM812	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	TPS	897.67	172.01	de
7	Malchi	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	PH	59.43	2.55	bcd
7	Malchi	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	TN	11.33	0.14	d
7	Malchi	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	LN	35.00	0.88	cde
7	Malchi	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	TLL	43.97	1.45	bc
7	Malchi	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	TLW	0.87	0.06	cd
7	Malchi	Control	30 DAT	morphological	Supp 8 (one-way)	docx_table_10	BLL	30.93	1.75	ab
